force,slug,fy,closed_all_t1,closed_all_t2,closed_all_t3,closed_all_t6,closed_all_t7,closed_all_t8,closed_all_t22,closed_all_oocd,closed_all_positive,closed_all_assigned,closed_ex_fraud_t1,closed_ex_fraud_t2,closed_ex_fraud_t3,closed_ex_fraud_t6,closed_ex_fraud_t7,closed_ex_fraud_t8,closed_ex_fraud_t22,closed_ex_fraud_oocd,closed_ex_fraud_positive,closed_ex_fraud_assigned,recorded_all_t1,recorded_all_t2,recorded_all_t3,recorded_all_t6,recorded_all_t7,recorded_all_t8,recorded_all_t22,recorded_all_oocd,recorded_all_positive,recorded_all_assigned,recorded_ex_fraud_t1,recorded_ex_fraud_t2,recorded_ex_fraud_t3,recorded_ex_fraud_t6,recorded_ex_fraud_t7,recorded_ex_fraud_t8,recorded_ex_fraud_t22,recorded_ex_fraud_oocd,recorded_ex_fraud_positive,recorded_ex_fraud_assigned
West Yorkshire,west-yorkshire,2015/16,23985,964,3370,13,55,7593,0,11995,35980,199638,23985,964,3370,13,55,7593,0,11995,35980,199638,24062,946,3431,9,47,7426,0,11859,35921,200086,24062,946,3431,9,47,7426,0,11859,35921,200086
West Yorkshire,west-yorkshire,2016/17,22920,712,2754,4,13,7034,0,10517,33437,223153,22920,712,2754,4,13,7034,0,10517,33437,223153,23937,746,2876,4,15,7094,0,10735,34672,234752,23937,746,2876,4,15,7094,0,10735,34672,234752
West Yorkshire,west-yorkshire,2017/18,23253,680,2644,5,10,6104,0,9443,32696,245920,23253,680,2644,5,10,6104,0,9443,32696,245920,24536,700,2658,3,12,6138,1,9512,34048,261000,24536,700,2658,3,12,6138,1,9512,34048,261000
West Yorkshire,west-yorkshire,2018/19,21210,529,2044,0,7,5631,0,8211,29421,275645,21210,529,2044,0,7,5631,0,8211,29421,275645,22650,503,2092,0,4,5999,0,8598,31248,291926,22650,503,2092,0,4,5999,0,8598,31248,291926
West Yorkshire,west-yorkshire,2019/20,22252,512,1977,4,18,6012,0,8523,30775,303586,22252,512,1977,4,18,6012,0,8523,30775,303586,21939,483,1904,0,8,5682,6,8083,30022,286086,21939,483,1904,0,8,5682,6,8083,30022,286086
West Yorkshire,west-yorkshire,2020/21,20932,441,2274,1,8,6152,230,9106,30038,253761,20932,441,2274,1,8,6152,230,9106,30038,253761,20381,377,2212,0,2,6146,328,9065,29446,246914,20381,377,2212,0,2,6146,328,9065,29446,246914
West Yorkshire,west-yorkshire,2021/22,19988,361,2342,1,8,6217,923,9852,29840,287604,19988,361,2342,1,8,6217,923,9852,29840,287604,20326,426,2494,1,0,6357,1153,10431,30757,287947,20326,426,2494,1,0,6357,1153,10431,30757,287947
West Yorkshire,west-yorkshire,2022/23,21391,410,2422,2,2,6619,1346,10801,32192,312597,21391,410,2422,2,2,6619,1346,10801,32192,312597,21499,330,2316,2,2,6413,1481,10544,32043,307293,21499,330,2316,2,2,6413,1481,10544,32043,307293
West Yorkshire,west-yorkshire,2023/24,22992,236,2006,0,2,6146,1520,9910,32902,281072,22992,236,2006,0,2,6146,1520,9910,32902,281072,23197,202,1986,0,2,6066,1777,10033,33230,280826,23197,202,1986,0,2,6066,1777,10033,33230,280826
West Yorkshire,west-yorkshire,2024/25,24009,189,1758,2,0,6063,2479,10491,34500,264241,24009,189,1758,2,0,6063,2479,10491,34500,264241,23601,185,1714,2,0,6065,2628,10594,34195,264316,23601,185,1714,2,0,6065,2628,10594,34195,264316
West Yorkshire,west-yorkshire,2025/26,28496,197,2254,4,2,6820,4480,13757,42253,267863,28496,197,2254,4,2,6820,4480,13757,42253,267863,21804,92,1782,6,2,6364,3917,12163,33967,239223,21804,92,1782,6,2,6364,3917,12163,33967,239223
Wiltshire,wiltshire,2014/15,5001,337,1010,190,338,1039,0,2914,7915,27055,5001,337,1010,190,338,1039,0,2914,7915,27055,5138,353,1053,270,349,1100,0,3125,8263,31144,5138,353,1053,270,349,1100,0,3125,8263,31144
Wiltshire,wiltshire,2015/16,5245,386,965,352,290,977,0,2970,8215,39138,5245,386,965,352,290,977,0,2970,8215,39138,2374,174,443,93,133,414,0,1257,3631,17520,2374,174,443,93,133,414,0,1257,3631,17520
Wiltshire,wiltshire,2016/17,4462,325,845,178,275,706,0,2329,6791,38087,4462,325,845,178,275,706,0,2329,6791,38087,4574,370,827,181,261,735,0,2374,6948,38152,4574,370,827,181,261,735,0,2374,6948,38152
Wiltshire,wiltshire,2017/18,4513,329,756,142,180,609,0,2016,6529,41300,4513,329,756,142,180,609,0,2016,6529,41300,5079,267,791,141,178,522,0,1899,6978,43271,5079,267,791,141,178,522,0,1899,6978,43271
Wiltshire,wiltshire,2018/19,5426,186,665,33,182,424,0,1490,6916,45508,5426,186,665,33,182,424,0,1490,6916,45508,5552,170,658,122,194,481,0,1625,7177,43520,5552,170,658,122,194,481,0,1625,7177,43520
Wiltshire,wiltshire,2019/20,5195,53,714,181,216,598,0,1762,6957,41347,5195,53,714,181,216,598,0,1762,6957,41347,5383,60,716,82,213,564,0,1635,7018,43415,5383,60,716,82,213,564,0,1635,7018,43415
Wiltshire,wiltshire,2020/21,4695,68,679,0,307,347,0,1401,6096,39421,4695,68,679,0,307,347,0,1401,6096,39421,4273,52,677,32,298,346,1,1406,5679,36566,4273,52,677,32,298,346,1,1406,5679,36566
Wiltshire,wiltshire,2021/22,3830,51,460,1,130,417,0,1059,4889,39806,3830,51,460,1,130,417,0,1059,4889,39806,4102,56,470,30,119,464,62,1201,5303,41630,4102,56,470,30,119,464,62,1201,5303,41630
Wiltshire,wiltshire,2022/23,4199,45,393,62,1,556,271,1328,5527,42777,4199,45,393,62,1,556,271,1328,5527,42777,4365,47,380,0,1,548,305,1281,5646,44184,4365,47,380,0,1,548,305,1281,5646,44184
Wiltshire,wiltshire,2023/24,4522,39,379,1,0,1097,222,1738,6260,40475,4522,39,379,1,0,1097,222,1738,6260,40475,4495,20,353,1,0,1329,189,1892,6387,40487,4495,20,353,1,0,1329,189,1892,6387,40487
Wiltshire,wiltshire,2024/25,4446,15,373,0,0,2270,287,2945,7391,40216,4446,15,373,0,0,2270,287,2945,7391,40216,4116,9,381,0,0,2229,299,2918,7034,39637,4116,9,381,0,0,2229,299,2918,7034,39637
Wiltshire,wiltshire,2025/26,4418,14,377,0,0,2298,256,2945,7363,42760,4418,14,377,0,0,2298,256,2945,7363,42760,3364,16,306,0,0,2095,208,2625,5989,38267,3364,16,306,0,0,2095,208,2625,5989,38267
